,artist,rank,song,stay,week
23739,Ray Charles,40,Eleanor Rigby,10,1968-07-20
23740,Mama Cass With The Mamas & The Papas,41,Dream A Little Dream Of Me,11,1968-07-20
23741,The Box Tops,42,Choo Choo Train,8,1968-07-20
23742,Billy Vera,43,With Pen In Hand,6,1968-07-20
23743,Otis Redding,44,Amen,5,1968-07-20
23744,Glen Campbell,45,Dreams Of The Everyday Housewife,8,1968-07-20
23745,Gary Lewis And The Playboys,46,Sealed With A Kiss,14,1968-07-20
23746,The Amboy Dukes,47,Journey To The Center Of The Mind,12,1968-07-20
23747,The Turtles,48,The Story Of Rock And Roll,6,1968-07-20
23748,The Marvelettes,49,Here I Am Baby,9,1968-07-20
23749,Gladys Knight And The Pips,50,It Should Have Been Me,8,1968-07-20
23750,The Monkees,51,It's Nice To Be With You,7,1968-07-20
23751,Booker T. & The MG's,52,Soul-Limbo,10,1968-07-20
23752,The Fantastic Johnny C,53,Hitch It To The Horse,9,1968-07-20
23753,The New Colony Six,54,Can't You See Me Cry,8,1968-07-20
23754,B.J. Thomas,55,The Eyes Of A New York Woman,14,1968-07-20
23755,The Vanilla Fudge,56,You Keep Me Hangin' On,17,1968-07-20
23756,Smokey Robinson & The Miracles,57,Yester Love,8,1968-07-20
23757,Arthur Conley,58,People Sure Act Funny,5,1968-07-20
23758,Tommy Boyce & Bobby Hart,59,Alice Long (You're Still My Favorite Girlfriend),10,1968-07-20
23759,The Peppermint Trolley Company,60,Baby You Come Rollin' Across My Mind,10,1968-07-20
23760,The Tams,61,"Be Young, Be Foolish, Be Happy",6,1968-07-20
23761,Willie Mitchell,62,Prayer Meetin',7,1968-07-20
23762,Tammy Wynette,63,D-I-V-O-R-C-E,6,1968-07-20
23763,The Rascals,64,People Got To Be Free,14,1968-07-20
23764,Bobby Vinton,65,Halfway To Paradise,7,1968-07-20
23765,Ray Charles,66,Understanding,12,1968-07-20
23766,Aretha Franklin,67,You Send Me,6,1968-07-20
23767,Radiants,68,Hold On,9,1968-07-20
23768,Roger Williams,69,The Impossible Dream,7,1968-07-20
23769,The Intruders,70,(Love Is Like A) Baseball Game,9,1968-07-20
23770,Barbara Acklin,71,Love Makes A Woman,12,1968-07-20
23771,Elvis Presley With The Jordanaires,72,"Your Time Hasn't Come Yet, Baby",7,1968-07-20
23772,Stevie Wonder,73,You Met Your Match,7,1968-07-20
23773,The Sweet Inspirations,74,To Love Somebody,4,1968-07-20
23774,The Irish Rovers,75,(The Puppet Song) Whiskey On A Sunday,7,1968-07-20
23775,Wayne Newton,76,Dreams Of The Everyday Housewife,7,1968-07-20
23776,Neil Diamond,77,Two-Bit Manchild,6,1968-07-20
23777,Archie Bell & The Drells,78,I Can't Stop Dancing,10,1968-07-20
23778,Otis Redding,79,Hard To Handle,7,1968-07-20
23779,Eternity's Children,80,Mrs. Bluebird,7,1968-07-20
23780,Gene And Debbe,81,Lovin' Season,4,1968-07-20
23781,"Hugo Montenegro, His Orchestra And Chorus",82,Hang 'Em High,5,1968-07-20
23782,Bill Black's Combo,83,Turn On Your Love Light,6,1968-07-20
23783,Little Carl Carlton,84,Competition Ain't Nothin',8,1968-07-20
23784,The Royal Guardsmen,85,Snoopy For President,2,1968-07-20
23785,Barbara Greene,86,Young Boy,6,1968-07-20
23786,The Ballads,87,God Bless Our Love,7,1968-07-20
23787,Petula Clark,88,Don't Give Up,7,1968-07-20
23788,The O'Jays,89,Look Over Your Shoulder,5,1968-07-20
23789,Jackie Wilson,90,I Get The Sweetest Feeling,8,1968-07-20
23790,Wes Montgomery,91,Georgia On My Mind,3,1968-07-20
23791,Blue Cheer,92,Just A Little Bit,4,1968-07-20
23792,Clarence Carter,93,Slip Away,16,1968-07-20
23793,Jerry Lee Lewis,94,What's Made Milwaukee Famous (Has Made A Loser Out Of Me),3,1968-07-20
23794,The Cherry People,95,And Suddenly,8,1968-07-20
23795,Four Tops,96,Yesterday's Dreams,6,1968-07-20
23796,The Impressions,97,I Loved And I Lost,8,1968-07-20
23797,The Moody Blues,98,Tuesday Afternoon (Forever Afternoon),11,1968-07-20
23798,Freddie Hughes,99,Send My Baby Back,6,1968-07-20
23799,Wilmer And The Dukes,100,Give Me One More Chance,6,1968-07-20
23800,Hugh Masekela,1,Grazing In The Grass,12,1968-07-27
23801,Gary Puckett And The Union Gap,2,Lady Willpower,13,1968-07-27
23802,The 5th Dimension,3,Stoned Soul Picnic,16,1968-07-27
23803,The Rolling Stones,4,Jumpin' Jack Flash,12,1968-07-27
23804,Cliff Nobles & Co.,5,The Horse,14,1968-07-27
23805,Donovan,6,Hurdy Gurdy Man,12,1968-07-27
23806,Herb Alpert,7,This Guy's In Love With You,14,1968-07-27
23807,Mason Williams,8,Classical Gas,14,1968-07-27
23808,The Doors,9,"Hello, I Love You",12,1968-07-27
23809,The Cowsills,10,Indian Lake,13,1968-07-27
23810,The Vogues,11,"Turn Around, Look At Me",15,1968-07-27
23811,Shorty Long,12,Here Comes The Judge,11,1968-07-27
23812,Friend And Lover,13,Reach Out Of The Darkness,14,1968-07-27
23813,Eric Burdon & The Animals,14,Sky Pilot (Part One),14,1968-07-27
23814,The Status Quo,15,Pictures Of Matchstick Men,17,1968-07-27
23815,Sergio Mendes & Brasil '66,16,The Look Of Love,14,1968-07-27
23816,Merrilee Rush & The Turnabouts,17,Angel Of The Morning,16,1968-07-27
23817,Cream,18,Sunshine Of Your Love,26,1968-07-27
23818,Pigmeat Markham,19,Here Comes The Judge,8,1968-07-27
23819,Gene Pitney,20,She's A Heartbreaker,13,1968-07-27
23820,Bobby Goldsboro,21,Autumn Of My Life,9,1968-07-27
23821,People,22,I Love You,18,1968-07-27
23822,Richard Harris,23,MacArthur Park,13,1968-07-27
23823,Wilson Pickett,24,I'm A Midnight Mover,7,1968-07-27
23824,The Dells,25,Stay In My Corner,13,1968-07-27
23825,Jerry Butler,26,Never Give You Up,14,1968-07-27
23826,Paul Revere & The Raiders Featuring Mark Lindsay,27,Don't Take It So Hard,9,1968-07-27
23827,Ohio Express,28,Yummy Yummy Yummy,14,1968-07-27
23828,Nancy Wilson,29,"Face It Girl, It's Over",14,1968-07-27
23829,Mama Cass With The Mamas & The Papas,30,Dream A Little Dream Of Me,11,1968-07-27
23830,Steppenwolf,31,Born To Be Wild,13,1968-07-27
23831,The Rascals,32,People Got To Be Free,14,1968-07-27
23832,Peggy Scott & Jo Jo Benson,33,Lover's Holiday,12,1968-07-27
23833,Tommy James And The Shondells,34,Mony Mony,17,1968-07-27
23834,Ray Charles,35,Eleanor Rigby,10,1968-07-27
23835,Otis Redding,36,Amen,5,1968-07-27
23836,Johnny Cash,37,Folsom Prison Blues,12,1968-07-27
23837,The Amboy Dukes,38,Journey To The Center Of The Mind,12,1968-07-27
23838,The Monkees,39,D. W. Washburn,7,1968-07-27
23839,Gary Lewis And The Playboys,40,Sealed With A Kiss,14,1968-07-27
23840,The Fantastic Johnny C,41,Hitch It To The Horse,9,1968-07-27
23841,Booker T. & The MG's,42,Soul-Limbo,10,1968-07-27
23842,Billy Vera,43,With Pen In Hand,6,1968-07-27
23843,The Marvelettes,44,Here I Am Baby,9,1968-07-27
23844,Glen Campbell,45,Dreams Of The Everyday Housewife,8,1968-07-27
23845,B.J. Thomas,46,The Eyes Of A New York Woman,14,1968-07-27
23846,The Vanilla Fudge,47,You Keep Me Hangin' On,17,1968-07-27
23847,Stevie Wonder,48,You Met Your Match,7,1968-07-27
23848,Archie Bell & The Drells,49,I Can't Stop Dancing,10,1968-07-27
23849,Gladys Knight And The Pips,50,It Should Have Been Me,8,1968-07-27
23850,The Monkees,51,It's Nice To Be With You,7,1968-07-27
23851,The New Colony Six,52,Can't You See Me Cry,8,1968-07-27
23852,Bobby Vinton,53,Halfway To Paradise,7,1968-07-27
23853,Four Tops,54,Yesterday's Dreams,6,1968-07-27
23854,The Turtles,55,The Story Of Rock And Roll,6,1968-07-27
23855,Tommy Boyce & Bobby Hart,56,Alice Long (You're Still My Favorite Girlfriend),10,1968-07-27
23856,The Intruders,57,(Love Is Like A) Baseball Game,9,1968-07-27
23857,Barbara Acklin,58,Love Makes A Woman,12,1968-07-27
23858,The Peppermint Trolley Company,59,Baby You Come Rollin' Across My Mind,10,1968-07-27
23859,Willie Mitchell,60,Prayer Meetin',7,1968-07-27
23860,The Tams,61,"Be Young, Be Foolish, Be Happy",6,1968-07-27
23861,Jose Feliciano,62,Light My Fire,12,1968-07-27
23862,Otis Redding,63,Hard To Handle,7,1968-07-27
23863,Roger Williams,64,The Impossible Dream,7,1968-07-27
23864,Ray Charles,65,Understanding,12,1968-07-27
23865,Jackie Wilson,66,I Get The Sweetest Feeling,8,1968-07-27
23866,Clarence Carter,67,Slip Away,16,1968-07-27
23867,Wayne Newton,68,Dreams Of The Everyday Housewife,7,1968-07-27
23868,Tammy Wynette,69,D-I-V-O-R-C-E,6,1968-07-27
23869,Neil Diamond,70,Two-Bit Manchild,6,1968-07-27
23870,The Moody Blues,71,Tuesday Afternoon (Forever Afternoon),11,1968-07-27
23871,Elvis Presley With The Jordanaires,72,"Your Time Hasn't Come Yet, Baby",7,1968-07-27
23872,Eternity's Children,73,Mrs. Bluebird,7,1968-07-27
23873,The Sweet Inspirations,74,To Love Somebody,4,1968-07-27
23874,The Irish Rovers,75,(The Puppet Song) Whiskey On A Sunday,7,1968-07-27
23875,Little Carl Carlton,76,Competition Ain't Nothin',8,1968-07-27
23876,James Brown And The Famous Flames,77,"I Guess I'll Have To Cry, Cry, Cry",6,1968-07-27
23877,Petula Clark,78,Don't Give Up,7,1968-07-27
23878,Nancy Sinatra,79,Happy,4,1968-07-27
23879,Marvin Gaye & Tammi Terrell,80,You're All I Need To Get By,12,1968-07-27
23880,The Cherry People,81,And Suddenly,8,1968-07-27
23881,Bill Black's Combo,82,Turn On Your Love Light,6,1968-07-27
23882,"Hugo Montenegro, His Orchestra And Chorus",83,Hang 'Em High,5,1968-07-27
23883,1910 Fruitgum Co.,84,"1, 2, 3, Red Light",13,1968-07-27
23884,The Ballads,85,God Bless Our Love,7,1968-07-27
23885,The Happenings,86,Breaking Up Is Hard To Do,5,1968-07-27
23886,Barbara Greene,87,Young Boy,6,1968-07-27
23887,The Beach Boys,88,Do It Again,10,1968-07-27
23888,The O'Jays,89,Look Over Your Shoulder,5,1968-07-27
23889,Tommy James And The Shondells,90,Somebody Cares,5,1968-07-27
23890,Eddie Floyd,91,I've Never Found A Girl (To Love Me Like You Do),9,1968-07-27
23891,Blue Cheer,92,Just A Little Bit,4,1968-07-27
23892,Sly & The Family Stone,93,Life,3,1968-07-27
23893,B.B. King,94,I'm Gonna Do What They Do To Me,5,1968-07-27
23894,The Impressions,95,I Loved And I Lost,8,1968-07-27
23895,Jerry Jeff Walker,96,Mr. Bojangles,5,1968-07-27
23896,Freddie Hughes,97,Send My Baby Back,6,1968-07-27
23897,The Lovin' Spoonful,98,Never Going Back,5,1968-07-27
23898,The Soul Clan,99,Soul Meeting,4,1968-07-27
23899,Wilmer And The Dukes,100,Give Me One More Chance,6,1968-07-27
23900,The Doors,1,"Hello, I Love You",12,1968-08-03
23901,Mason Williams,2,Classical Gas,14,1968-08-03
23902,The 5th Dimension,3,Stoned Soul Picnic,16,1968-08-03
23903,Hugh Masekela,4,Grazing In The Grass,12,1968-08-03
23904,Donovan,5,Hurdy Gurdy Man,12,1968-08-03
23905,The Rolling Stones,6,Jumpin' Jack Flash,12,1968-08-03
23906,Gary Puckett And The Union Gap,7,Lady Willpower,13,1968-08-03
23907,Cliff Nobles & Co.,8,The Horse,14,1968-08-03
23908,The Vogues,9,"Turn Around, Look At Me",15,1968-08-03
23909,Cream,10,Sunshine Of Your Love,26,1968-08-03
23910,Steppenwolf,11,Born To Be Wild,13,1968-08-03
23911,The Status Quo,12,Pictures Of Matchstick Men,17,1968-08-03
23912,The Rascals,13,People Got To Be Free,14,1968-08-03
23913,Eric Burdon & The Animals,14,Sky Pilot (Part One),14,1968-08-03
23914,Herb Alpert,15,This Guy's In Love With You,14,1968-08-03
23915,The Vanilla Fudge,16,You Keep Me Hangin' On,17,1968-08-03
23916,The Amboy Dukes,17,Journey To The Center Of The Mind,12,1968-08-03
23917,The Dells,18,Stay In My Corner,13,1968-08-03
23918,Bobby Goldsboro,19,Autumn Of My Life,9,1968-08-03
23919,Mama Cass With The Mamas & The Papas,20,Dream A Little Dream Of Me,11,1968-08-03
23920,The Cowsills,21,Indian Lake,13,1968-08-03
23921,Booker T. & The MG's,22,Soul-Limbo,10,1968-08-03
23922,Sergio Mendes & Brasil '66,23,The Look Of Love,14,1968-08-03
23923,Merrilee Rush & The Turnabouts,24,Angel Of The Morning,16,1968-08-03
23924,Shorty Long,25,Here Comes The Judge,11,1968-08-03
23925,Friend And Lover,26,Reach Out Of The Darkness,14,1968-08-03
23926,Paul Revere & The Raiders Featuring Mark Lindsay,27,Don't Take It So Hard,9,1968-08-03
23927,Bobby Vinton,28,Halfway To Paradise,7,1968-08-03
23928,Nancy Wilson,29,"Face It Girl, It's Over",14,1968-08-03
23929,Gary Lewis And The Playboys,30,Sealed With A Kiss,14,1968-08-03
23930,Peggy Scott & Jo Jo Benson,31,Lover's Holiday,12,1968-08-03
23931,Jose Feliciano,32,Light My Fire,12,1968-08-03
23932,Glen Campbell,33,Dreams Of The Everyday Housewife,8,1968-08-03
23933,Tommy Boyce & Bobby Hart,34,Alice Long (You're Still My Favorite Girlfriend),10,1968-08-03
23934,Ray Charles,35,Eleanor Rigby,10,1968-08-03
23935,Jerry Butler,36,Never Give You Up,14,1968-08-03
23936,Johnny Cash,37,Folsom Prison Blues,12,1968-08-03
23937,Gene Pitney,38,She's A Heartbreaker,13,1968-08-03
23938,Archie Bell & The Drells,39,I Can't Stop Dancing,10,1968-08-03
23939,B.J. Thomas,40,The Eyes Of A New York Woman,14,1968-08-03
23940,The Fantastic Johnny C,41,Hitch It To The Horse,9,1968-08-03
23941,People,42,I Love You,18,1968-08-03
23942,Wilson Pickett,43,I'm A Midnight Mover,7,1968-08-03
23943,Stevie Wonder,44,You Met Your Match,7,1968-08-03
23944,Pigmeat Markham,45,Here Comes The Judge,8,1968-08-03
23945,Richard Harris,46,MacArthur Park,13,1968-08-03
23946,Ohio Express,47,Yummy Yummy Yummy,14,1968-08-03
23947,The Moody Blues,48,Tuesday Afternoon (Forever Afternoon),11,1968-08-03
23948,The Intruders,49,(Love Is Like A) Baseball Game,9,1968-08-03
23949,Petula Clark,50,Don't Give Up,7,1968-08-03
23950,Four Tops,51,Yesterday's Dreams,6,1968-08-03
23951,Otis Redding,52,Amen,5,1968-08-03
23952,1910 Fruitgum Co.,53,"1, 2, 3, Red Light",13,1968-08-03
23953,Marvin Gaye & Tammi Terrell,54,You're All I Need To Get By,12,1968-08-03
23954,Billy Vera,55,With Pen In Hand,6,1968-08-03
23955,Barbara Acklin,56,Love Makes A Woman,12,1968-08-03
23956,Willie Mitchell,57,Prayer Meetin',7,1968-08-03
23957,Roger Williams,58,The Impossible Dream,7,1968-08-03
23958,The Peppermint Trolley Company,59,Baby You Come Rollin' Across My Mind,10,1968-08-03
23959,The Marvelettes,60,Here I Am Baby,9,1968-08-03
23960,The Beach Boys,61,Do It Again,10,1968-08-03
23961,Wayne Newton,62,Dreams Of The Everyday Housewife,7,1968-08-03
23962,Otis Redding,63,Hard To Handle,7,1968-08-03
23963,Jackie Wilson,64,I Get The Sweetest Feeling,8,1968-08-03
23964,Ray Charles,65,Understanding,12,1968-08-03
23965,Neil Diamond,66,Two-Bit Manchild,6,1968-08-03
23966,Clarence Carter,67,Slip Away,16,1968-08-03
23967,The Cherry People,68,And Suddenly,8,1968-08-03
23968,Eternity's Children,69,Mrs. Bluebird,7,1968-08-03
23969,The New Colony Six,70,Can't You See Me Cry,8,1968-08-03
23970,Eddie Floyd,71,I've Never Found A Girl (To Love Me Like You Do),9,1968-08-03
23971,Elvis Presley With The Jordanaires,72,"Your Time Hasn't Come Yet, Baby",7,1968-08-03
23972,The Lovin' Spoonful,73,Never Going Back,5,1968-08-03
23973,James Brown And The Famous Flames,74,"I Guess I'll Have To Cry, Cry, Cry",6,1968-08-03
23974,Nancy Sinatra,75,Happy,4,1968-08-03
23975,Little Carl Carlton,76,Competition Ain't Nothin',8,1968-08-03
23976,The Impressions,77,I Loved And I Lost,8,1968-08-03
23977,The Irish Rovers,78,(The Puppet Song) Whiskey On A Sunday,7,1968-08-03
23978,Tommy James And The Shondells,79,Somebody Cares,5,1968-08-03
23979,Bill Medley,80,Brown Eyed Woman,11,1968-08-03
23980,The Happenings,81,Breaking Up Is Hard To Do,5,1968-08-03
23981,The Ballads,82,God Bless Our Love,7,1968-08-03
23982,The Temptations,83,Please Return Your Love To Me,7,1968-08-03
23983,Wilmer And The Dukes,84,Give Me One More Chance,6,1968-08-03
23984,B.B. King,85,I'm Gonna Do What They Do To Me,5,1968-08-03
23985,Sam & Dave,86,Can't You Find Another Way (Of Doing It),6,1968-08-03
23986,Jerry Jeff Walker,87,Mr. Bojangles,5,1968-08-03
23987,Bobby Cole,88,Mister Bo Jangles,3,1968-08-03
23988,Ohio Express,89,Down At Lulu's,9,1968-08-03
23989,Ray Stevens,90,Mr. Businessman,7,1968-08-03
23990,Betty Wright,91,Girls Can't Do What The Guys Do,8,1968-08-03
23991,The American Breed,92,Anyway That You Want Me,4,1968-08-03
23992,Sly & The Family Stone,93,Life,3,1968-08-03
23993,Freddie Hughes,94,Send My Baby Back,6,1968-08-03
23994,Spanky And Our Gang,95,Give A Damn,8,1968-08-03
23995,Patti Drew,96,Workin' On A Groovy Thing,11,1968-08-03
23996,Percy Sledge,97,Sudden Stop,5,1968-08-03
23997,The Soul Clan,98,Soul Meeting,4,1968-08-03
23998,The Love Generation,99,Montage From How Sweet It Is (I Know That You Know),3,1968-08-03
23999,Flavor,100,Sally Had A Party,5,1968-08-03
24000,The Doors,1,"Hello, I Love You",12,1968-08-10
24001,Mason Williams,2,Classical Gas,14,1968-08-10
24002,The 5th Dimension,3,Stoned Soul Picnic,16,1968-08-10
24003,Hugh Masekela,4,Grazing In The Grass,12,1968-08-10
24004,The Rascals,5,People Got To Be Free,14,1968-08-10
24005,Donovan,6,Hurdy Gurdy Man,12,1968-08-10
24006,Gary Puckett And The Union Gap,7,Lady Willpower,13,1968-08-10
24007,The Vogues,8,"Turn Around, Look At Me",15,1968-08-10
24008,Cream,9,Sunshine Of Your Love,26,1968-08-10
24009,The Rolling Stones,10,Jumpin' Jack Flash,12,1968-08-10
24010,Steppenwolf,11,Born To Be Wild,13,1968-08-10
24011,Cliff Nobles & Co.,12,The Horse,14,1968-08-10
24012,The Dells,13,Stay In My Corner,13,1968-08-10
24013,The Status Quo,14,Pictures Of Matchstick Men,17,1968-08-10
24014,The Vanilla Fudge,15,You Keep Me Hangin' On,17,1968-08-10
24015,Herb Alpert,16,This Guy's In Love With You,14,1968-08-10
24016,The Amboy Dukes,17,Journey To The Center Of The Mind,12,1968-08-10
24017,Mama Cass With The Mamas & The Papas,18,Dream A Little Dream Of Me,11,1968-08-10
24018,Bobby Goldsboro,19,Autumn Of My Life,9,1968-08-10
24019,Jose Feliciano,20,Light My Fire,12,1968-08-10
24020,Booker T. & The MG's,21,Soul-Limbo,10,1968-08-10
24021,Eric Burdon & The Animals,22,Sky Pilot (Part One),14,1968-08-10
24022,Archie Bell & The Drells,23,I Can't Stop Dancing,10,1968-08-10
24023,Gary Lewis And The Playboys,24,Sealed With A Kiss,14,1968-08-10
24024,The Cowsills,25,Indian Lake,13,1968-08-10
24025,Friend And Lover,26,Reach Out Of The Darkness,14,1968-08-10
24026,Bobby Vinton,27,Halfway To Paradise,7,1968-08-10
24027,Merrilee Rush & The Turnabouts,28,Angel Of The Morning,16,1968-08-10
24028,Sergio Mendes & Brasil '66,29,The Look Of Love,14,1968-08-10
24029,The Intruders,30,(Love Is Like A) Baseball Game,9,1968-08-10
24030,Peggy Scott & Jo Jo Benson,31,Lover's Holiday,12,1968-08-10
24031,Glen Campbell,32,Dreams Of The Everyday Housewife,8,1968-08-10
24032,Paul Revere & The Raiders Featuring Mark Lindsay,33,Don't Take It So Hard,9,1968-08-10
24033,Tommy Boyce & Bobby Hart,34,Alice Long (You're Still My Favorite Girlfriend),10,1968-08-10
24034,The Fantastic Johnny C,35,Hitch It To The Horse,9,1968-08-10
24035,Marvin Gaye & Tammi Terrell,36,You're All I Need To Get By,12,1968-08-10
24036,Barbara Acklin,37,Love Makes A Woman,12,1968-08-10
24037,Nancy Wilson,38,"Face It Girl, It's Over",14,1968-08-10
24038,1910 Fruitgum Co.,39,"1, 2, 3, Red Light",13,1968-08-10
24039,B.J. Thomas,40,The Eyes Of A New York Woman,14,1968-08-10
24040,Stevie Wonder,41,You Met Your Match,7,1968-08-10
24041,Ray Charles,42,Eleanor Rigby,10,1968-08-10
24042,Shorty Long,43,Here Comes The Judge,11,1968-08-10
24043,The Temptations,44,Please Return Your Love To Me,7,1968-08-10
24044,Willie Mitchell,45,Prayer Meetin',7,1968-08-10
24045,Johnny Cash,46,Folsom Prison Blues,12,1968-08-10
24046,Petula Clark,47,Don't Give Up,7,1968-08-10
24047,The Moody Blues,48,Tuesday Afternoon (Forever Afternoon),11,1968-08-10
24048,Four Tops,49,Yesterday's Dreams,6,1968-08-10
24049,The Beach Boys,50,Do It Again,10,1968-08-10
24050,Clarence Carter,51,Slip Away,16,1968-08-10
24051,Ohio Express,52,Down At Lulu's,9,1968-08-10
24052,Jackie Wilson,53,I Get The Sweetest Feeling,8,1968-08-10
24053,Otis Redding,54,Hard To Handle,7,1968-08-10
24054,Tommy James And The Shondells,55,Somebody Cares,5,1968-08-10
24055,Sam & Dave,56,Can't You Find Another Way (Of Doing It),6,1968-08-10
24056,Roger Williams,57,The Impossible Dream,7,1968-08-10
24057,Spanky And Our Gang,58,Give A Damn,8,1968-08-10
24058,James Brown And The Famous Flames,59,"I Guess I'll Have To Cry, Cry, Cry",6,1968-08-10
24059,Wayne Newton,60,Dreams Of The Everyday Housewife,7,1968-08-10
24060,Sergio Mendes & Brasil '66,61,The Fool On The Hill,12,1968-08-10
24061,The Peppermint Trolley Company,62,Baby You Come Rollin' Across My Mind,10,1968-08-10
24062,Percy Sledge,63,Sudden Stop,5,1968-08-10
24063,Bill Medley,64,Brown Eyed Woman,11,1968-08-10
24064,Ray Charles,65,Understanding,12,1968-08-10
24065,Neil Diamond,66,Two-Bit Manchild,6,1968-08-10
24066,Eddie Floyd,67,I've Never Found A Girl (To Love Me Like You Do),9,1968-08-10
24067,The Cherry People,68,And Suddenly,8,1968-08-10
24068,Eternity's Children,69,Mrs. Bluebird,7,1968-08-10
24069,The Happenings,70,Breaking Up Is Hard To Do,5,1968-08-10
24070,Lulu,71,Morning Dew,8,1968-08-10
